ID,Label,Source,Type,Text,Retweet_count,Favorite_count,Hashtags_count,Urls_count,Mentions_count,Media_count,Symbols_count,Possibly_sensitive,Location,URL,Description_len,Verified,Ff_ratio,Follower_count,Friend_count,Statuses_count,Favourites_count,Listed_count,Account_age,Default_profile,Default_profile_image
732113309567062016,0,Twitter for iPhone,retweet,RT @jessiriahrylee: Always keep your next move to yourself,541,0,0,0,0,0,0,0,Austin  Texas,0,0,0,2.23004694836,1425,639,62012,24825,8,6,0,0
732113309563006976,0,Twitter for iPhone,retweet,RT @CauseWereGuys: Who are you voting for?RT for WakaFav for Hillary https://t.co/2aMedBz8te,4686,0,0,0,1,0,0,0,I will not fail myself ,0,40,0,0.807807807808,538,666,22887,27159,20,4,1,0
732113309550383104,0,Twitter for iPhone,retweet,RT @_lukasrieger_: what time is it in Germany rn?when should I post a new Instagram Pic?🙈😛💖,330,0,0,0,1,0,0,0,,0,34,0,1.76648351648,643,364,28528,14845,7,3,1,0
732113309567193088,0,Twitter for iPhone,retweet,RT @feministculture: The soccer gender pay gap is absurd. https://t.co/CVK7NTXvxf,49816,0,0,0,1,0,0,0,France,0,28,0,1.08333333333,234,216,14487,17,42,9,1,0
732113309546237952,0,Twitter for Android,regular,#DWA2016 therapeutic care knitting circle focusing on twiddle muffs today https://t.co/yY2R16LU2i,1,2,1,0,0,0,0,0,James Cook University Hospital,0,135,0,0.73156899811,774,1058,4400,1949,13,5,1,0
732113313727938560,0,Share.Radionomy.com,regular,monuments day Ozzy Osbourne Now You See It https://t.co/uoUkcblQwQ,0,0,0,1,0,0,0,0,,1,104,0,3.03370786517,270,89,172278,0,12,4,0,0
732113313727909888,0,Twitter for iPhone,reply,@jasonsputnik it's bizarre isn't it? Just no one grabs you.,0,0,0,0,1,0,0,0,London,1,137,0,3.02873160477,4322,1427,25216,1774,152,9,0,0
732113313748803584,0,Twitter Web Client,regular,real love 🎶,0,0,0,0,0,0,0,0,God,0,86,0,1.45683453237,810,556,16238,7016,2,2,0,0
732113313761480704,0,Twitter Web Client,regular,#Toon-"Sleepless Nights of corrupts" (#Success #Leadership #BJP #NamoKe2SaalBemisaal #Modi) https://t.co/2xBF95JhF6,0,0,6,0,0,0,0,0,India.,1,152,0,5.8068833652,3037,523,64334,9851,246,8,0,0
732113317934686208,1,Twitter for iPhone,retweet,RT @_rachel_raee: @lettersto__mE 😂😂😂😂😂okay I'm done!,2,0,0,0,1,0,0,0,send for me.,0,67,0,1.09679089027,2119,1932,29599,2775,5,9,0,0
732113317926469633,0,Twitter for Android,reply,@zealnjh good job I'm gonna then 😉😂❤,0,1,0,0,1,0,0,0,United Kingdom,1,20,0,2.41589255736,21586,8935,149997,28160,120,9,0,0
732113317922119681,0,Twitter for iPad,retweet,RT @teIlmewhatslove: suho trained for 7 years;became a single parent who took care of his 8 gay sons but ppl still talk trash abt exo https…,613,0,0,0,1,0,0,0,,0,95,0,0.416666666667,80,192,2846,3813,1,3,0,0
732113317943107584,0,Twitter for Android,retweet,RT @Entrepreneur: Here are a few things founders should avoid when starting a business. https://t.co/UWlqZDGFsv,68,0,0,1,1,0,0,0,Phoenix  AZ,0,0,0,2.17073170732,178,82,4836,11360,27,2,1,0
732113317926469632,0,Twitter for iPhone,regular,Damn!!! https://t.co/DsEDWLHrJo,1,0,0,1,0,0,0,0,South Africa,1,135,0,13.6936551187,35179,2569,41446,2282,93,6,0,0
732113317939019777,0,Google,mention,[LIVE] | Minecraft si alte joculete: https://t.co/Td76SuHitH prin @YouTube,1,1,0,1,1,0,0,0,România,1,0,0,1.5,3,2,90,0,0,2,0,0
732113317955768320,0,Twitter for iPhone,retweet,RT @lelepons: Tomorrow's Monday 😩,249,0,0,0,1,0,0,0,,0,84,0,12.8125,4715,368,45926,15239,11,4,0,0
732113322150100994,0,Twitter for iPhone,regular, Words can't describe how I'm feeling right now" - SportspersonIf I was the interviewer; I'd respond: "Okay; I'll be back later. Think!",0,0,0,0,0,0,0,0,Fingal  Ireland,0,61,0,0.769491525424,227,295,2763,336,3,8,1,0
732113322150100993,0,Twitter for Android,retweet,RT @Dance10Brittany: That's so awesome!! You should post the video!  https://t.co/OpUcBy5mOE,8,0,0,1,1,0,0,0,,0,11,0,0.561611374408,237,422,16997,15458,6,5,0,0
732113322133327872,1,ONE PIECE TREASURE CRUISE,regular,Found a Transponder Snail!A whale of an encounter! "We'll meet here again!"https://t.co/O6WynL729Q #TreCru https://t.co/rJlyRe67Xm,0,0,1,1,0,0,0,0,,0,0,0,1.0,1,1,68,0,0,4,1,1
732113326340251648,0,Twitter Web Client,regular,The Duke; The Duchess and Prince Harry will launch #HeadsTogether today to end the stigma on mental health! https://t.co/79S29Su6hf,0,1,1,1,0,0,0,0,Hertfordshire  UK,1,157,0,0.698622589532,1268,1815,2100,1905,25,3,0,0
732113326327631872,1,Twitter Web Client,regular,Find a Local Hookup: https://t.co/K6GLZPoEPe  #XXX #fuck #exgfs #tranny #Amazing #sextape #EpicAnal https://t.co/Y59qF0cvMJ,0,1,7,1,0,0,0,0,,0,34,0,0.155,31,200,98,2300,2,4,1,0
732113330542804993,0,Twitter for iPhone,regular,Like some are like "look cute in leggings and a cute top" and others are like "DRESS AND CHARACTER HEELS",0,0,0,0,0,0,0,0,ATX,1,105,0,1.28406466513,556,433,30156,19992,4,7,1,0
732113330534408192,0,Twitter for iPhone,retweet,RT @matsurinnu_10: Never give up! https://t.co/2WFzdOEceU,1496,0,0,0,1,0,0,0,神谷とみせかけて浩史,0,96,0,1.0353460972,2109,2037,16904,23792,24,4,0,0
732113330538610688,0,Twitter Web Client,retweet,RT @Arsenal: Have you seen @m8arteta's heartfelt farewell yet? Watch his message to @Arsenal fans here https://t.co/Y8DmnA4TKp,197,0,0,1,3,0,0,0,Kuala Lumpur,1,31,0,0.894545454545,246,275,49546,9318,5,9,0,0
732113330509369344,1,fllwrs,regular,18 people followed me and 8 people unfollowed me // automatically checked by https://t.co/Q9Iu7weqVP,0,0,0,1,0,0,0,0,living.,0,3,0,1.40534351145,1841,1310,116661,7533,7,7,0,0
732113330538713088,1,Twitter Web Client,regular,Extreme orgasm in the hungry shower https://t.co/FgS5Tp2oXy,0,0,0,1,0,0,0,0,,0,0,0,0.1,1,10,4314,0,0,4,1,0
732113334737068033,0,Twitter for Android,retweet,RT @iamgelaboom: Once is enough; twice is much,1,0,0,0,1,0,0,0,,0,0,0,0.448453608247,87,194,154,335,1,2,1,0
732113334733025280,0,Twitter Web Client,regular,It may just be because i'm kind of tired; but the intro to this cover of #TheFlash theme that i'm recording is sounding really 80s.,1,1,1,0,0,0,0,0,Christchurch  UK,1,112,0,0.716701902748,339,473,9454,10223,31,7,0,0
732113334703693824,0,Twitter for iPhone,regular,The people that claimed to fight for Nigeria during the hard military times are now the most corrupt ones. 😱,1,0,0,0,0,0,0,0,Lagos  Nigeria,1,64,0,2.93161546085,2958,1009,173770,1085,53,7,0,0
732113334737084416,0,Twitter Web Client,retweet,RT @grattongirl: You can clutch the past so tightly to your chest that it leaves your arms too full to embrace the present.  ~Jan Glidewell,3,0,0,0,1,0,0,0,Perth  Australia,0,21,0,0.799690242643,1549,1937,18274,3939,91,8,0,0
732113334724636672,0,Linkis: turn sharing into growth,regular,Cover Package: Defending Hayden by L.P. Dover https://t.co/cG2Iu1UmkV,0,0,0,1,0,0,0,0,,1,0,0,0.174987133299,340,1943,4825,151,11,5,0,0
732113334737207296,1,TweetDeck,mention,Over 400k downloads and still counting "Power" By @4real042 cc @DonMaseratte042 DL HERE &gt;&gt; https://t.co/kGtMGJKgXM https://t.co/TWnGvs4odw,0,0,0,1,2,0,0,0,Lagos  Nigeria,0,13,0,1.44819107833,4123,2847,33712,8,2,3,1,0
732113334716256256,0,Twitter for Android,retweet,RT @_ChrisAnne: This year is about massive positivity and happiness. 2016 bring it on! #smallbiz #manifestation https://t.co/qe0z4UVZ7R,2,0,2,0,1,0,0,0,İzmir  Turkey,0,160,0,0.144761904762,76,525,3593,232,77,6,0,0
732113334720331776,0,Twitter for Android,regular,Globe ..? Stop it please. https://t.co/uHWdoq68jh,0,0,0,0,0,0,0,0,wang jiaer's nostrils,0,57,0,1.21797323136,637,523,113971,106528,9,9,0,0
732113334732984320,0,Twitter for Windows Phone,reply,@kiingy_ @pancakemakka drugs are bad m'kay,0,0,0,0,2,0,0,0,Kilmarnock  Scotland,1,0,0,2.0175879397,803,398,81470,17631,15,8,0,0
732113338897977345,0,Twitter for iPhone,retweet,RT @WhatTheFFacts: China has more English-speaking residents than the United States.,289,0,0,0,1,0,0,0,Pyrénées,1,88,0,64.35,1287,20,34592,21717,6,3,0,0
732113338927321088,0,Twitter for iPhone,mention,'You cannot push information in to a brain. You have to pull it in. And the best pulling mechanism is curiosity.' @TEDchris at @BNPParibas,3,7,0,0,2,0,0,0,,1,158,0,4.63252852215,17460,3769,81997,39186,500,9,0,0
732113338927185920,0,Twitter for Android,retweet,RT @robbierakestraw: ODOR!!!!! Come get you some more Bautista! https://t.co/H7p6QCiXep,5,0,0,0,1,0,0,0,,0,86,0,1.8223495702,636,349,564,1298,6,2,0,0
732113338918789120,0,Twitter for iPhone,regular,LIE AGAIN https://t.co/YaijAGY2ON,0,1,0,1,0,0,0,0,Oregon  USA,0,9,0,3.34792122538,1530,457,78910,9505,33,7,0,0
732113343121481729,0,Twitter for Android,retweet,RT @WayneStinnett_: Three novels in the Jesse McDermitt Caribbean Adventure Series are available in a boxed set.https://t.co/NeZ8tlmh0T ht…,2,0,0,1,1,0,0,0,Tampa FL USA,1,155,0,1.28270073535,17269,13463,192226,11202,1423,5,0,0
732113343125831682,0,Google,regular,University offers website with information on Zika virus - News &amp; Observer https://t.co/euhNT3JxTq #health,0,0,1,1,0,0,0,0,,0,5,0,0.730148048452,1085,1486,490683,144,156,6,1,0
732113343109058560,0,Twitter for Android,retweet,RT @abs261: Lights finally come on for Indian villagehttps://t.co/WkCFfeBhxlvia NMApp#2yrsOfHistoricWinOfNaMo,1,0,1,1,1,0,0,0,भारत ,0,159,0,2.1270718232,385,181,14384,620,12,2,1,0
732113343117443072,0,IFTTT,regular,#bellingham #murals by stillwillchilluntil https://t.co/DaDNpdGqp5 https://t.co/p5H0pFCpPh,0,0,2,1,0,0,0,0,Bellingham  WA,0,66,0,4.39520958084,734,167,162413,20,631,3,1,0
732113347311632384,0,Paradise Island 2,regular,I've just unlocked Don't Be a Tool; Have One achievement in Paradise Island 2! https://t.co/LqQjUkHQjy #ParadiseIsland2 #GameInsight,0,0,2,1,0,0,0,0,,0,0,0,0.109589041096,8,73,12443,0,0,6,1,0
732113347307429889,0,Twitter for Android,retweet,RT @jonaxx_WP: When In Doubt; Salute!,828,0,0,0,1,0,0,0,ph,1,38,0,1.336,668,500,19512,12554,6,4,0,0
732113347294969857,1,Twitter Web Client,regular,naked redhead lickingballs https://t.co/bn6LgcQ5uf,0,0,0,1,0,0,0,0,,0,0,0,1.26018808777,402,319,7791,239,0,4,1,0
732113347311591425,0,Twitter for iPhone,reply,@barry_bucks Wow! This is gorgeous!,0,1,0,0,1,0,0,0,Japan,1,152,0,8.26568265683,2240,271,25458,12677,32,4,0,0
732113347294969856,0,Twitter for Android,regular,Move bitch,0,1,0,0,0,0,0,0,Kraljevo,0,37,0,1.37346437346,559,407,11749,23735,0,3,1,0
732113347320152065,0,UberSocial for Android,retweet,RT @ricklgodwin: "Remember; no effort that we make to attain something beautiful is ever lost.”- Helen Keller https://t.co/lS3EafZgBV #Ric…,11,0,0,0,1,0,0,0,Bloemfontein  South Africa,1,153,0,0.862478031634,3926,4552,30070,37594,38,9,0,0
732113347282374656,0,Twitter for iPhone,reply,@seaneyyyyy @1hannah_brown I sleep with my textbooks; remember?,0,1,0,0,2,0,0,0,Spud City,0,21,0,1.3,143,110,2442,428,1,7,1,0
732113347307429888,0,Twitter for Android,retweet,RT @SM_NCT: NCT U #The7thSense hits 10;000;000 views on YouTube!https://t.co/ihVLkkFrz8 https://t.co/no7qTMutst,292,0,1,1,1,0,0,0,yoona's,0,71,0,1.1881390593,581,489,30275,12412,4,6,0,0
732113347307573248,0,Twitter Web Client,mention,Ly Pheng In ConCert In MN 2016 &amp; Many More https://t.co/q2rxkHiPKi via @YouTube,0,0,0,1,1,0,0,0,,0,0,0,0.146245059289,37,253,4292,1,0,3,1,1
732113347315945472,0,Twitter for iPhone,regular,clea-alien https://t.co/STs8s8RmJJ,0,1,0,1,0,0,0,0,ZEINA • SCAR,1,18,0,14.6530612245,1436,98,116622,125851,60,4,0,0
732113347320135680,0,Twitter for Android,retweet,RT @lichilopez2: Campeones 🏆🏆🏆 SLB 35 🔴⚪️ https://t.co/cjr61rHSue,795,0,0,0,1,0,0,0,Lx  Torres Vedras,0,88,0,3.31549295775,1177,355,338514,14147,50,4,0,0
732113347320152064,0,Twitter for iPhone,regular,Morning; y'all. https://t.co/41ahW0UvjR,0,5,0,0,0,0,0,0,,0,78,0,1.8730964467,369,197,1921,4459,4,3,1,0
732113351514292224,0,Twitter for iPhone,retweet,RT @LambriniZ: Taehyung version too!😅😻Our memes!😆I feel like dancing!haha💃🎶😂 #태형"dopejeon: meme meme meme cc:jinxing dt:jurassica https:/…,71,0,1,0,1,0,0,0,,0,135,0,0.75,9,12,521,226,0,2,1,0
732113351514329088,0,Twitter for Android,retweet,RT @jassyflowers: crying by myself has almost become a daily thing and it sucks not having anyone to comfort me. ever,3,0,0,0,1,0,0,0,,0,0,0,0.891612903226,691,775,17031,2222,4,3,1,0
732113351506038784,0,Twitter for iPhone,regular,Tell me what did I do wrong ? Oh ; already asked that . My bad 🙄,0,0,0,0,0,0,0,0,,0,10,0,1.24299065421,798,642,39300,6926,5,4,1,0
732113351501733888,0,Twitter for iPhone,retweet,RT @1future: Smoke Break,8215,0,0,0,1,0,0,0,#LongLiveIvan,0,0,0,3.25,598,184,26450,2496,1,8,1,0
732113351485050881,0,Mobile Web,regular,Any questions about the 2016 BABY AWARDS or the new categories? Please email Hannah https://t.co/i2R9XWDZqx#babybrands #awards,0,0,2,1,0,0,0,0,London - New York - Sydney,1,160,0,2.51611128576,32015,12724,59826,37692,635,8,0,0
732113351476547585,0,Twitter for iPhone,retweet,RT @julieydg_: Mood https://t.co/HW75OTkUSG,158,0,0,0,1,0,0,0,bay area bitch,0,47,0,0.957746478873,68,71,3831,2584,4,3,1,0
732113351510200320,1,aoitan,mention,All About HKT48 ? visit https://t.co/EIJSWUH3By and https://t.co/a5U2k1ueoH to Download @yukisann01 https://t.co/yYWiDNc961,0,0,0,2,1,0,0,0,nusa dua,1,15,0,45.6909090909,5026,110,66863,358,1,4,1,0
732113351480889344,0,Twitter for iPhone,reply,@bani_j How was heaven when you left it?😘😘😘😘,0,1,0,0,1,0,0,0,,0,0,0,0.127320954907,48,377,601,666,0,3,1,0
732113355704537088,0,Twitter for iPhone,reply,@ClemMllrd Thanks Baby girl 😜😘,0,1,0,0,1,0,0,0,Nord-Pas-de-Calais  France,0,20,0,0.883116883117,136,154,1130,922,1,2,1,0
732566290183950336,0,Twitter for iPhone,retweet,RT @caitlinrowe__: as if Harvey just said this live on loose women 😂😂😂😂 https://t.co/wXXnyKSKFn,8679,0,0,0,0,0,0,0,,0,20,0,0.820939334638,839,1022,3164,789,2,6,1,0
732566290188001281,0,Twitter for iPhone,retweet,RT @WIRED: The iPad has arrived to change baseball forever https://t.co/zLwyApwQIp,60,0,0,1,1,0,0,0,San Marcos  TX,1,99,0,0.379431162407,1841,4852,7745,8831,98,4,1,0
732566290175401984,0,Twitter for iPhone,retweet,RT @okayboonk: take a girl that's been through hell and show her what heaven like 💍,938,0,0,0,0,0,0,0,,0,41,0,1.38521400778,356,257,7054,1919,1,4,1,0
732566290200551424,0,Twitter for Android,retweet,RT @JoeMyGod: Obama Marks International Day Against Homophobia And Transphobia: LGBT Rights Are ... - https://t.co/L4f3Snkgbb https://t.co/…,34,0,0,1,1,0,0,0,Davis  CA,0,40,0,0.260215053763,484,1860,45579,67507,69,9,1,0
732566290188144640,0,Twitter for iPhone,regular,Work again Goodmorning doe,0,0,0,0,0,0,0,0,grind world ,1,155,0,0.811764705882,483,595,27741,656,6,7,0,0
732566290188095488,0,IFTTT,regular,Popular on 500px : GARDENS BY THE BAY by nut4691 https://t.co/DCPvgGuQxI,0,0,0,0,0,0,0,0,Москва  Россия,1,108,0,1.16649228355,8919,7646,185552,550,929,6,0,0
732566294394863616,1,ShoutOutForMe,retweet,RT @LiveDrive: #WIN tickets to @dublinbusnews's Ghost Tour. Explore the dark side of Dublin! RT to enter https://t.co/inhZRpfRwp,58,0,1,0,2,0,0,0,San Jose,0,8,0,0.277324632953,510,1839,22249,1446,201,8,0,0
732566294369849344,0,Twitter for iPhone,regular,I really be getting mad af .. gotta take deep breaths and shit,0,0,0,0,0,0,0,0,up north ,0,101,0,1.55831265509,1884,1209,85172,14766,10,6,0,0
732566294390693888,0,Twitter for iPhone,reply,@4ever_chells happy birthday 😜😜,1,0,0,0,1,0,0,0,,0,25,0,0.712871287129,288,404,4133,306,0,9,0,0
732566294382383104,0,Twitter for iPhone,reply,@DrJackMaGrawPhD @cavemank_27 "a lie don't care who tells it",0,0,0,0,2,0,0,0,,0,0,0,6.64630541872,6746,1015,993785,372,210,9,0,0
732566294369800192,0,Twitter Web Client,regular,Obama's Transgender 'Guidance': White House Starts Another Culture War To Drive Liberal Turnout |  https://t.co/W6qXmelOlr,0,0,0,1,0,0,0,0,#DONT MESS WITH TEXAS WOMEN,0,99,0,1.07938761026,10646,9863,264076,25149,230,9,1,0
732566298576703488,0,Twitter for iPhone,retweet,RT @_dxksa_: @Adore_Fredny thanks for letting me know,1,0,0,0,2,0,0,0,,0,31,0,2.16438356164,1264,584,14306,2747,0,7,0,0
732566298559832065,0,Twitter for Android,regular,The breeze...,0,0,0,0,0,0,0,0,,0,98,0,1.296,324,250,3314,699,0,2,0,0
732566298572378112,0,Twitter for iPhone,regular,You wanted advice; I gave it; you didn't like it because it was the truth... Not my problem.,0,3,0,0,0,0,0,0,Mullica Hill  NJ,0,25,0,0.899204244032,339,377,5184,1957,0,4,1,0
732566298589204480,0,Twitter for iPhone,reply,@anticnrist he's probably the most laid back member LMAO,0,0,0,0,1,0,0,0,new york city,1,24,0,6.09756097561,3250,533,56423,42172,141,4,0,0
732566298597556224,0,Twitter for iPad,retweet,RT @kendallsoutfits: Queen https://t.co/SN4O5AyolP,621,0,0,0,1,0,0,0,,0,74,0,2.74725274725,500,182,77145,804,11,6,0,0
732566302779314182,0,Twitter for Android,regular,Tudung ohhh tudung I will wait for you #AidiJuma  #MeleTOP,0,0,2,0,0,0,0,0,,0,39,0,0.618644067797,73,118,315,33,0,4,0,0
732566302775091201,1,Twittascope,regular,You are highly strategic in your planning because your profess... More for Capricorn https://t.co/DzLQphLCwp,0,0,0,1,0,0,0,0,Memphis Tn,1,150,0,0.25698630137,469,1825,3025,4,1,7,1,0
732566298568327170,0,Twitter for Android,regular,I used in the past (mostly 2012); but those rookies were awesome. Nowadays the quality is lower; in my opinion https://t.co/8balyabNse,0,0,0,1,0,0,0,0,,0,152,0,0.337931034483,49,145,257,85,0,2,0,0
732566302762643456,0,IFTTT,regular,Jihadi benefited from Google-booked ads https://t.co/7EnrX9xANq,0,0,0,1,0,0,0,0,Egypt,0,59,0,7.97727272727,351,44,405290,21,46,4,0,0
732566302783606788,0,Twitter Web Client,regular,When #God elevates; your haters hesitate.,0,0,1,0,0,0,0,0,,1,18,0,1.52114368092,12662,8324,331055,0,135,2,1,0
732566302783590400,0,Twitter for Android,regular,WENDY GOT A REPLY BUT MINGHAO IGNORED THE NYOOM,0,0,0,0,0,0,0,0,(Louise  she/her) ♡hafza♡,1,17,0,5.86614173228,745,127,102874,43297,22,3,0,0
732566302783639552,0,Twitter for iPhone,reply,@Boosted_Kevin04 she made us take a quiz 😒 &amp;we got a new student from Miami 😂,0,0,0,0,1,0,0,0,Jersey,0,105,0,1.09505703422,288,263,14581,5866,4,3,1,0
732566302779265026,0,Twitter for iPad,retweet,RT @ryfarrell17: Don't forget to vote for your favorite power couple tomorrow! It's the American thing to do🇺🇸#makedowlinggreatagain https:…,10,0,1,0,1,0,0,0,,1,16,0,1.04081632653,510,490,5169,19156,1,6,0,0
732566302792028160,0,Twitter for iPhone,regular,Only things I care about now are academic and physical health,5,2,0,0,0,0,0,0,,0,11,0,3.22222222222,1479,459,92232,15077,20,5,1,0
732566302766866432,0,Twitter for iPhone,regular,I've not done everyone yet #tweetit,0,2,1,0,0,0,0,0,Liverpool,0,0,0,0.465306122449,114,245,164,257,0,4,0,0
732566298576617473,0,Twitter for iPhone,regular,Celebrating a great month selling cars with Korean BBQ https://t.co/e8McvI2NBF,0,0,0,0,0,0,0,0,San Leandro  CA,1,149,0,0.409090909091,18,44,74,0,0,2,1,0
732566302787809282,0,Twitter for Android,reply,@TessGamboa @RockMomSPN @SkyBoivin @SPNGwenAngel82 @Terri_Szubka @PrincessRubySPN Happy #J2Tuesday 😂 https://t.co/Z9gUexa84k,0,3,1,0,5,0,0,0,Sarasota  FL,1,159,0,2.50906842539,6087,2426,68460,92206,73,8,1,0
732566306982133760,0,Twitter for iPhone,regular,Can't wait to get my hair braided🙄,0,0,0,0,0,0,0,0,Fort Lauderdale  FL,0,37,0,2.24485125858,981,437,41182,9647,3,5,0,0
732566306982121472,0,Twitter for iPhone,reply,@Gas_mark_seven im@not made for morning workouts so that counts me out! 😋💪🏻,0,0,0,0,0,0,0,0,Kilcoole  Co Wicklow,0,133,0,0.410194174757,169,412,9006,10478,7,9,0,0
732566306969505794,0,Twitter for iPhone,regular,Pretty sure I caused this string of cold; rainy days by buying new patio furniture for Evanston. Next I plan to wash the car &amp; water garden,2,4,0,0,0,0,0,0,Chicago,1,30,0,4.29014844804,6358,1482,5320,1226,259,9,0,0
732566306952773632,0,Twitter Web Client,retweet,RT @AbujomaaGaza: US builds secret military base in central Israel - Days of Palestine https://t.co/AEfOvgOAub https://t.co/Vki1RBqpzK,32,0,0,1,1,0,0,0,доброе утро 世界,1,136,0,0.994150867285,4929,4958,322507,90016,374,9,0,0
732566306969559040,1,watchproperty,regular,House; OnTheMarket; Saracen Way; Penryn; £10;000https://t.co/yF0kTEyjcx,0,0,0,1,0,0,0,0,Bude  England,1,64,0,2.04918032787,125,61,28169,1,4,2,1,0
732566306965327872,0,Twitter for Android,regular,Lakhs of girls supporting Asaram Bapu JiIs it fair to ignore their WISE voice? #WhyMediaHidesFacts https://t.co/6JnCGykkIL,3,1,1,0,0,0,0,0,Lucknow,0,10,0,1.34328358209,540,402,16142,13428,9,5,1,0
732566306973581312,0,Twitter for iPhone,regular,Bitch why are you making fajitas at 4 am https://t.co/p4KKvgGQ4v,0,7,0,1,0,0,0,0,Arlington  TX,0,48,0,1.02768729642,631,614,36647,29050,4,7,0,0
732566306961121280,0,Twitter Web Client,retweet,RT @chestermissing: UJ students would all meet to work out how many students' fees R100mill damages could have paid but they burnt the audi…,76,0,0,0,1,0,0,0,South Africa,1,83,0,1.19661286055,9044,7558,9150,17120,8,6,0,0
732566306965323776,1,watchproperty,regular,House; OnTheMarket; Saracen Way; Penryn; £10;000https://t.co/sNxR5eZLP9,0,0,0,1,0,0,0,0,Bude  England,1,64,0,2.04918032787,125,61,28169,1,4,2,1,0
732566311142727680,0,Twitter for iPad,reply,@TomBurkeOnlinex Oh Myyyyyyyyyy!!!!!! 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,0,7,0,0,1,0,0,0,Terrell  Texas USA,0,145,0,2.73144876325,773,283,95299,457361,15,4,1,0
732566311151095808,0,Twitter for iPhone,retweet,RT @AutismJournal: When including those w/disabilities; you can all shine together. Britt was included throughout school. The benefits are…,6,0,0,0,1,0,0,0,KC/The Bay/AZ,1,133,0,0.409256370255,787,1923,19876,333,27,9,1,0
732566311176417280,0,IFTTT,regular,Sevilla have won eight trophies in nine years at a £160m transfer profit… Monchi is Mr Moneyball behind their succ… https://t.co/ywckZNe0A1,0,0,0,1,0,0,0,0,,0,0,0,0.1,4,40,57188,0,1,3,1,1
732566311159648256,0,Twitter for Android,retweet,RT @Barstool_Quotes: Pardon My Take "If You Wear a Suit in Cleveland You Become Mayor @PardonMyTake @PFTCommenter https://t.co/aUKwPswf9z h…,24,0,0,1,3,0,0,0,Cleveland  OH,0,70,0,1.45860709593,1110,761,42516,2968,4,9,0,0
732566311159488512,0,Facebook,regular,#SELA AND #CARICOMorg TO ASSESS ECONOMIC AND COOPERATION RELATIONS AMONG CENTRAL AMERICA; THE CARIBBEAN AND... https://t.co/guPfwJAhvg,0,1,2,1,0,0,0,0,Caracas  Venezuela,1,155,0,4.2404494382,3774,890,14923,901,130,8,0,0
732566311180636160,0,Twitter for iPhone,retweet,RT @BookOfTamara: Also interested in the perverse incentives for faking these kinds of crimes. When you have a hot-button issue + a willing…,2,0,0,0,0,0,0,0,Washington  DC,1,108,0,1.92845117845,2291,1188,74420,206564,148,5,0,0
732566311147036672,0,Twitter for Android,reply,@PassportIRL I DM use again,0,0,0,0,1,0,0,0,Louth Ireland ,0,60,0,0.752906976744,259,344,2849,104,0,6,0,0
